locality_pid,gnaf_locality_pid,date_created,date_retired,locality_name,postcode,locality_class
VIC337,250184446,31/1/14,,BRIGHTON EAST,3187,GAZETTED LOCALITY
VIC338,250184447,8/8/16,,BRIM,3391,GAZETTED LOCALITY
VIC339,250177255,27/4/12,,BRIMBOAL,3312,GAZETTED LOCALITY
VIC340,250184448,30/4/13,,BRIMIN,3685,GAZETTED LOCALITY
VIC341,250177257,27/4/12,,BRIMPAEN,3401,GAZETTED LOCALITY
VIC342,250184449,27/4/12,,BRINGALBERT,3319,GAZETTED LOCALITY
VIC343,250184450,27/4/12,,BRIT BRIT,3315,GAZETTED LOCALITY
VIC344,250184451,27/4/12,,BROADFORD,3658,GAZETTED LOCALITY
VIC345,250184452,27/4/12,,BROADLANDS,3875,GAZETTED LOCALITY
VIC346,250184453,12/5/18,,BROADMEADOWS,3047,GAZETTED LOCALITY
VIC347,250184454,27/4/12,,BROADWATER,3301,GAZETTED LOCALITY
VIC348,250177264,27/4/12,,BRODRIBB RIVER,3888,GAZETTED LOCALITY
VIC349,250190397,1/11/17,,BROKEN CREEK,3673,GAZETTED LOCALITY
VIC350,250184455,27/4/12,,BROMLEY,3472,GAZETTED LOCALITY
VIC351,250184456,3/2/18,,BROOKFIELD,3338,GAZETTED LOCALITY
VIC352,250184457,27/4/12,,BROOKLYN,3012,GAZETTED LOCALITY
VIC353,250190372,27/4/12,,BROOKVILLE,3896,GAZETTED LOCALITY
VIC354,250184458,27/4/12,,BROOMFIELD,3364,GAZETTED LOCALITY
VIC355,250184459,27/4/12,,BROUGHTON,3418,GAZETTED LOCALITY
VIC356,250184460,27/4/12,,BROWN HILL,3350,GAZETTED LOCALITY
VIC357,250184461,29/10/12,,BROWNS PLAINS,3685,GAZETTED LOCALITY
VIC358,250190489,27/4/12,,BRUARONG,3749,GAZETTED LOCALITY
VIC359,250184462,27/4/12,,BRUCKNELL,3268,GAZETTED LOCALITY
VIC360,250190703,27/4/12,,BRUMBY,3885,GAZETTED LOCALITY
VIC361,250184463,9/8/17,,BRUNSWICK,3056,GAZETTED LOCALITY
VIC362,250184464,8/8/16,,BRUNSWICK EAST,3057,GAZETTED LOCALITY
VIC363,250184465,3/2/18,,BRUNSWICK WEST,3055,GAZETTED LOCALITY
VIC364,250184466,27/4/12,,BRUTHEN,3885,GAZETTED LOCALITY
VIC365,250184467,27/4/12,,BUANGOR,3375,GAZETTED LOCALITY
VIC366,250184468,26/7/12,,BUCHAN,3885,GAZETTED LOCALITY
VIC367,250184469,27/4/12,,BUCHAN SOUTH,3885,GAZETTED LOCALITY
VIC368,250184470,9/11/15,,BUCKLAND,3740,GAZETTED LOCALITY
VIC369,250184471,31/10/13,,BUCKLEY,3240,GAZETTED LOCALITY
VIC370,250184472,27/4/12,,BUCKLEY SWAMP,3301,GAZETTED LOCALITY
VIC371,250177283,27/4/12,,BUCKRABANYULE,3525,GAZETTED LOCALITY
VIC372,,3/8/18,,BUDGEE BUDGEE,,GAZETTED LOCALITY
VIC373,250184473,27/4/12,,BUDGEREE,3870,GAZETTED LOCALITY
VIC374,250177285,27/4/12,,BUDGERUM EAST,3579,GAZETTED LOCALITY
VIC375,250184474,1/11/17,,BUFFALO,3958,GAZETTED LOCALITY
VIC376,250177287,27/4/12,,BUFFALO RIVER,3737,GAZETTED LOCALITY
VIC377,250184475,3/2/18,,BULART,3314,GAZETTED LOCALITY
VIC378,250177289,27/4/12,,BULDAH,3890,GAZETTED LOCALITY
VIC379,250177290,27/4/12,,BULGA,3586,GAZETTED LOCALITY
VIC380,250177291,27/4/12,,BULGANA,3377,GAZETTED LOCALITY
VIC381,250184476,1/11/17,,BULLA,3428,GAZETTED LOCALITY
VIC382,250184477,27/4/12,,BULLAHARRE,3266,GAZETTED LOCALITY
VIC383,250184478,27/4/12,,BULLAROOK,3352,GAZETTED LOCALITY
VIC384,250184479,27/4/12,,BULLARTO,3461,GAZETTED LOCALITY
VIC385,250184480,27/4/12,,BULLARTO SOUTH,3461,GAZETTED LOCALITY
VIC386,250184481,27/4/12,,BULLEEN,3105,GAZETTED LOCALITY
VIC387,250184482,3/2/18,,BULLENGAROOK,3437,GAZETTED LOCALITY
VIC388,250177299,27/4/12,,BULLIOH,3700,GAZETTED LOCALITY
VIC389,250184483,27/4/12,,BULLUMWAAL,3875,GAZETTED LOCALITY
VIC390,250184484,27/4/12,,BULN BULN,3821,GAZETTED LOCALITY
VIC391,250184485,27/4/12,,BULN BULN EAST,3821,GAZETTED LOCALITY
VIC392,250184486,3/2/18,,BUMBERRAH,3902,GAZETTED LOCALITY
VIC393,250184487,27/4/12,,BUNBARTHA,3634,GAZETTED LOCALITY
VIC394,250184488,12/5/18,,BUNDALAGUAH,3851,GAZETTED LOCALITY
VIC395,250184489,30/4/13,,BUNDALONG,3730,GAZETTED LOCALITY
VIC396,250177307,27/4/12,,BUNDALONG SOUTH,3730,GAZETTED LOCALITY
VIC397,,3/8/18,,BUNDARA,,GAZETTED LOCALITY
VIC398,250184490,2/2/17,,BUNDING,3342,GAZETTED LOCALITY
VIC399,250184491,3/2/18,,BUNDOORA,3083,GAZETTED LOCALITY
VIC400,250184492,27/4/12,,BUNG BONG,3465,GAZETTED LOCALITY
VIC401,250184493,27/4/12,,BUNGADOR,3260,GAZETTED LOCALITY
VIC402,250184494,27/4/12,,BUNGAL,3334,GAZETTED LOCALITY
VIC403,250177313,27/4/12,,BUNGALALLY,3401,GAZETTED LOCALITY
VIC404,250184495,27/4/12,,BUNGAREE,3352,GAZETTED LOCALITY
VIC405,250177315,27/4/12,,BUNGEET,3726,GAZETTED LOCALITY
VIC406,250177316,27/4/12,,BUNGEET WEST,3726,GAZETTED LOCALITY
VIC407,250177317,29/10/12,,BUNGIL,3691,GAZETTED LOCALITY
VIC408,250177318,27/4/12,,BUNGULUKE,3527,GAZETTED LOCALITY
VIC409,250184496,27/4/12,,BUNINYONG,3357,GAZETTED LOCALITY
VIC410,250184497,1/11/17,,BUNKERS HILL,3352,GAZETTED LOCALITY
VIC411,250184498,3/8/18,,BUNYIP,3815,GAZETTED LOCALITY
VIC412,250184499,3/8/18,,BUNYIP NORTH,3815,GAZETTED LOCALITY
VIC413,,3/8/18,,BURAGWONDUC,,GAZETTED LOCALITY
VIC414,250177323,29/10/12,,BURKES BRIDGE,3568,GAZETTED LOCALITY
VIC415,250184500,27/4/12,,BURKES FLAT,3475,GAZETTED LOCALITY
VIC416,250184501,29/10/12,,BURNBANK,3371,GAZETTED LOCALITY
VIC417,250184502,23/1/13,,BURNEWANG,3558,GAZETTED LOCALITY
VIC418,250184503,27/4/12,,BURNLEY,3121,GAZETTED LOCALITY
VIC419,250184504,23/1/13,,BURNSIDE,3023,GAZETTED LOCALITY
VIC420,250190899,25/1/16,,BURNSIDE HEIGHTS,3023,GAZETTED LOCALITY
VIC421,250190922,23/1/13,,BURRAMBOOT,3559,GAZETTED LOCALITY
VIC422,250177329,29/10/12,,BURRAMINE,3730,GAZETTED LOCALITY
VIC423,250177330,27/4/12,,BURRAMINE SOUTH,3730,GAZETTED LOCALITY
VIC424,250177331,12/5/18,,BURROWYE,3709,GAZETTED LOCALITY
VIC425,250184505,27/4/12,,BURRUMBEET,3352,GAZETTED LOCALITY
VIC426,250184506,27/4/12,,BURWOOD,3125,GAZETTED LOCALITY
VIC427,250184507,12/5/18,,BURWOOD EAST,3151,GAZETTED LOCALITY
VIC428,250184508,27/4/12,,BUSHFIELD,3281,GAZETTED LOCALITY
VIC429,250190807,27/4/12,,BUSHY PARK,3860,GAZETTED LOCALITY
VIC430,250177336,27/4/12,,BUTCHERS RIDGE,3885,GAZETTED LOCALITY
VIC431,250184509,27/4/12,,BUXTON,3711,GAZETTED LOCALITY
VIC432,250184510,27/4/12,,BYADUK,3301,GAZETTED LOCALITY
VIC433,250184511,27/4/12,,BYADUK NORTH,3300,GAZETTED LOCALITY
VIC434,250184512,27/4/12,,BYAWATHA,3678,GAZETTED LOCALITY
VIC435,250184513,27/4/12,,BYLANDS,3762,GAZETTED LOCALITY
VIC436,250184514,27/4/12,,BYRNESIDE,3617,GAZETTED LOCALITY
VIC437,250184515,27/4/12,,CABARITA,3505,GAZETTED LOCALITY
VIC438,250184516,27/4/12,,CABBAGE TREE,3364,GAZETTED LOCALITY
VIC439,250177345,27/4/12,,CABBAGE TREE CREEK,3889,GAZETTED LOCALITY
VIC440,250184517,27/4/12,,CADELLO,3442,GAZETTED LOCALITY
VIC441,250184518,27/4/12,,CAIRNLEA,3023,GAZETTED LOCALITY
VIC442,250190961,27/4/12,,CALDER PARK,3037,GAZETTED LOCALITY
VIC443,250184519,27/4/12,,CALDERMEADE,3984,GAZETTED LOCALITY
VIC444,250184520,27/4/12,,CALIFORNIA GULLY,3556,GAZETTED LOCALITY
VIC445,250177350,8/11/16,,CALIVIL,3573,GAZETTED LOCALITY
VIC446,250177351,27/4/12,,CALLAWADDA,3387,GAZETTED LOCALITY
VIC447,250184521,27/4/12,,CALLIGNEE,3844,GAZETTED LOCALITY
VIC448,250177353,27/4/12,,CALLIGNEE NORTH,3844,GAZETTED LOCALITY
VIC449,250190957,1/11/17,,CALLIGNEE SOUTH,3844,GAZETTED LOCALITY
VIC450,250184522,27/4/12,,CALROSSIE,3971,GAZETTED LOCALITY
VIC451,250184523,27/4/12,,CALULU,3875,GAZETTED LOCALITY
VIC452,250191212,31/10/13,,CAMBARVILLE,,GAZETTED LOCALITY
VIC453,250184524,2/2/17,,CAMBERWELL,3124,GAZETTED LOCALITY
VIC454,250184525,3/2/18,,CAMBRIAN HILL,3352,GAZETTED LOCALITY
250184526,250184526,3/2/12,,CAMPASPE WEST,,UNOFFICIAL SUBURB
VIC455,250184527,27/4/12,,CAMPBELLFIELD,3061,GAZETTED LOCALITY
VIC456,250177359,3/8/18,,CAMPBELLS BRIDGE,3387,GAZETTED LOCALITY
VIC457,250184528,27/4/12,,CAMPBELLS CREEK,3451,GAZETTED LOCALITY
VIC458,250177361,3/2/18,,CAMPBELLS FOREST,3556,GAZETTED LOCALITY
VIC459,250184529,27/4/12,,CAMPBELLTOWN,3364,GAZETTED LOCALITY
VIC460,250184530,30/4/13,,CAMPERDOWN,3260,GAZETTED LOCALITY
VIC461,250184531,1/11/17,,CANADIAN,3350,GAZETTED LOCALITY
VIC462,250177365,27/4/12,,CANARY ISLAND,3537,GAZETTED LOCALITY
VIC463,250184532,31/1/14,,CANIAMBO,3630,GAZETTED LOCALITY
VIC464,250184533,27/4/12,,CANN RIVER,3890,GAZETTED LOCALITY
VIC465,250177368,27/4/12,,CANNIE,3540,GAZETTED LOCALITY
VIC466,250184534,27/4/12,,CANNONS CREEK,3977,GAZETTED LOCALITY
VIC467,250177370,27/4/12,,CANNUM,3393,GAZETTED LOCALITY
VIC468,250184535,2/2/17,,CANTERBURY,3126,GAZETTED LOCALITY
VIC469,250177372,27/4/12,,CAPE BRIDGEWATER,3305,GAZETTED LOCALITY
VIC470,250184536,9/8/17,,CAPE CLEAR,3351,GAZETTED LOCALITY
VIC471,250177374,27/4/12,,CAPE CONRAN,3888,GAZETTED LOCALITY
VIC472,250184537,27/4/12,,CAPE OTWAY,3233,GAZETTED LOCALITY
VIC473,250184538,27/4/12,,CAPE PATERSON,3995,GAZETTED LOCALITY
VIC474,250184539,27/4/12,,CAPE SCHANCK,3939,GAZETTED LOCALITY
VIC475,250184540,27/4/12,,CAPE WOOLAMAI,3925,GAZETTED LOCALITY
VIC3009,500223490,3/8/18,,CAPEL SOUND,3940,GAZETTED LOCALITY
VIC476,250177379,2/2/17,,CAPELS CROSSING,3579,GAZETTED LOCALITY
VIC477,250181928,3/8/18,,CARAG CARAG,3623,GAZETTED LOCALITY
VIC478,250184541,27/4/12,,CARALULUP,3371,GAZETTED LOCALITY
VIC479,250184542,12/5/18,,CARAMUT,3274,GAZETTED LOCALITY
VIC480,250177382,27/4/12,,CARAPOOEE,3477,GAZETTED LOCALITY
VIC481,250177383,27/4/12,,CARAPOOEE WEST,3477,GAZETTED LOCALITY
VIC482,250184543,27/4/12,,CARAPOOK,3312,GAZETTED LOCALITY
VIC483,250184544,27/4/12,,CARBOOR,3678,GAZETTED LOCALITY
VIC484,250184545,2/2/17,,CARDIGAN,3352,GAZETTED LOCALITY
VIC485,250184546,27/4/12,,CARDIGAN VILLAGE,3352,GAZETTED LOCALITY
VIC486,250184547,27/4/12,,CARDINIA,3978,GAZETTED LOCALITY
VIC487,250177389,27/4/12,,CARDROSS,3496,GAZETTED LOCALITY
VIC488,250184548,27/4/12,,CARGERIE,3334,GAZETTED LOCALITY
VIC489,250177391,27/4/12,,CARINA,3512,GAZETTED LOCALITY
VIC490,250184549,27/4/12,,CARINGAL,3825,GAZETTED LOCALITY
VIC491,250184550,9/8/17,,CARISBROOK,3464,GAZETTED LOCALITY
VIC492,250184551,31/10/13,,CARLISLE RIVER,3239,GAZETTED LOCALITY
VIC493,250184552,3/2/18,,CARLSRUHE,3442,GAZETTED LOCALITY
VIC494,250184553,27/4/12,,CARLTON,3053,GAZETTED LOCALITY
VIC495,250184554,27/4/12,,CARLTON NORTH,3054,GAZETTED LOCALITY
VIC496,250184555,5/5/16,,CARLYLE,3685,GAZETTED LOCALITY
VIC497,250184556,27/4/12,,CARNEGIE,3163,GAZETTED LOCALITY
VIC498,250184557,27/4/12,,CARNGHAM,3351,GAZETTED LOCALITY
VIC499,250184558,9/8/17,,CAROLINE SPRINGS,3023,GAZETTED LOCALITY
VIC500,250184559,27/4/12,,CARPENDEIT,3260,GAZETTED LOCALITY
VIC501,250184560,1/11/17,,CARRAJUNG,3844,GAZETTED LOCALITY
VIC502,250184561,27/4/12,,CARRAJUNG LOWER,3844,GAZETTED LOCALITY
VIC503,250184562,27/4/12,,CARRAJUNG SOUTH,3844,GAZETTED LOCALITY
VIC504,250184563,27/4/12,,CARRANBALLAC,3361,GAZETTED LOCALITY
VIC505,250177407,27/4/12,,CARRON,3480,GAZETTED LOCALITY
VIC506,250184564,25/1/16,,CARRUM,3197,GAZETTED LOCALITY
VIC507,250184565,27/4/12,,CARRUM DOWNS,3201,GAZETTED LOCALITY
VIC508,250177410,12/5/18,,CARWARP,3494,GAZETTED LOCALITY
VIC509,250177411,27/4/15,,CASHMORE,3305,GAZETTED LOCALITY
VIC510,250177412,27/4/12,,CASSILIS,3898,GAZETTED LOCALITY
VIC511,250184566,2/2/17,,CASTELLA,3777,GAZETTED LOCALITY
VIC512,250184567,1/11/17,,CASTERTON,3311,GAZETTED LOCALITY
VIC513,250190398,27/4/12,,CASTLE CREEK,3691,GAZETTED LOCALITY
VIC514,250177415,27/4/12,,CASTLE DONNINGTON,3585,GAZETTED LOCALITY
VIC515,250184568,27/4/12,,CASTLEMAINE,3450,GAZETTED LOCALITY
VIC516,250184569,27/4/12,,CATANI,3981,GAZETTED LOCALITY
VIC517,250184570,27/4/12,,CATHCART,3377,GAZETTED LOCALITY
VIC518,250184571,3/2/18,,CATHKIN,3714,GAZETTED LOCALITY
VIC519,250177420,27/4/12,,CATUMNAL,3537,GAZETTED LOCALITY
VIC520,250184572,27/4/12,,CAULFIELD,3162,GAZETTED LOCALITY
VIC521,250184573,1/11/17,,CAULFIELD EAST,3145,GAZETTED LOCALITY
VIC522,250184574,1/11/17,,CAULFIELD NORTH,3161,GAZETTED LOCALITY
VIC523,250184575,27/4/12,,CAULFIELD SOUTH,3162,GAZETTED LOCALITY
VIC524,250184576,27/4/12,,CAVEAT,3660,GAZETTED LOCALITY
VIC525,250184577,27/4/12,,CAVENDISH,3314,GAZETTED LOCALITY
VIC526,250184578,9/8/17,,CERES,3221,GAZETTED LOCALITY
VIC527,250184579,27/4/12,,CHADSTONE,3148,GAZETTED LOCALITY
VIC528,250177429,27/4/12,,CHANDLERS CREEK,3890,GAZETTED LOCALITY
VIC529,,3/8/18,,CHAPEL FLAT,,GAZETTED LOCALITY
VIC530,250184580,9/8/17,,CHAPPLE VALE,3239,GAZETTED LOCALITY
VIC531,250184581,27/4/12,,CHARAM,3318,GAZETTED LOCALITY
VIC3003,250191123,26/7/12,,CHARLEMONT,3217,GAZETTED LOCALITY
VIC532,250190746,27/4/12,,CHARLEROI,3695,GAZETTED LOCALITY
VIC533,250184582,9/8/17,,CHARLTON,3525,GAZETTED LOCALITY
VIC534,250184583,27/4/12,,CHATSWORTH,3379,GAZETTED LOCALITY
VIC535,250184584,27/4/12,,CHELSEA,3196,GAZETTED LOCALITY
VIC536,250184585,27/4/12,,CHELSEA HEIGHTS,3196,GAZETTED LOCALITY
VIC537,250184586,9/8/17,,CHELTENHAM,3192,GAZETTED LOCALITY
VIC538,250184587,27/4/12,,CHEPSTOWE,3351,GAZETTED LOCALITY
VIC539,250184588,27/4/12,,CHEROKEE,3434,GAZETTED LOCALITY
VIC540,250184589,27/4/12,,CHERRYPOOL,3401,GAZETTED LOCALITY
VIC541,250184590,27/4/12,,CHESHUNT,3678,GAZETTED LOCALITY
VIC542,250190490,27/4/12,,CHESHUNT SOUTH,3678,GAZETTED LOCALITY
VIC543,250177441,27/4/12,,CHESNEY VALE,3725,GAZETTED LOCALITY
VIC544,250184591,3/8/18,,CHETWYND,3312,GAZETTED LOCALITY
VIC545,250184592,27/4/12,,CHEWTON,3451,GAZETTED LOCALITY
VIC546,250184593,27/4/12,,CHEWTON BUSHLANDS,3451,GAZETTED LOCALITY
VIC547,250177445,6/2/15,,CHILDERS,3824,GAZETTED LOCALITY
VIC548,250184594,3/2/18,,CHILLINGOLLAH,3585,GAZETTED LOCALITY
VIC549,250184595,27/4/12,,CHILTERN,3683,GAZETTED LOCALITY
VIC550,250184596,27/4/12,,CHILTERN VALLEY,3683,GAZETTED LOCALITY
VIC551,250177449,27/4/12,,CHINANGIN,3544,GAZETTED LOCALITY
VIC552,250184597,27/4/12,,CHINKAPOOK,3546,GAZETTED LOCALITY
VIC553,250184598,27/4/12,,CHINTIN,3756,GAZETTED LOCALITY
VIC554,250184599,27/4/12,,CHIRNSIDE PARK,3116,GAZETTED LOCALITY
VIC555,250177453,27/4/12,,CHIRRIP,3525,GAZETTED LOCALITY
VIC556,250184600,27/4/12,,CHOCOLYN,3260,GAZETTED LOCALITY
VIC557,250184601,27/4/12,,CHRISTMAS HILLS,3775,GAZETTED LOCALITY
VIC558,250184602,27/4/12,,CHUM CREEK,3777,GAZETTED LOCALITY
VIC559,250184603,27/4/12,,CHURCHILL,3842,GAZETTED LOCALITY
VIC560,250177458,27/4/12,,CHURCHILL ISLAND,3925,GAZETTED LOCALITY
VIC561,250184604,31/10/13,,CHUTE,3373,GAZETTED LOCALITY
VIC562,250184605,27/4/12,,CLARENDON,3352,GAZETTED LOCALITY
VIC563,250184606,27/4/12,,CLARETOWN,3352,GAZETTED LOCALITY
VIC564,250184607,27/4/12,,CLARINDA,3169,GAZETTED LOCALITY
VIC565,250184608,27/4/12,,CLARKEFIELD,3430,GAZETTED LOCALITY
VIC566,250184609,27/4/12,,CLARKES HILL,3352,GAZETTED LOCALITY
VIC567,250184610,27/4/15,,CLAYTON,3168,GAZETTED LOCALITY
VIC568,250184611,27/4/12,,CLAYTON SOUTH,3169,GAZETTED LOCALITY
VIC569,250177466,27/4/12,,CLEAR LAKE,3409,GAZETTED LOCALITY
VIC570,250184612,27/4/12,,CLEMATIS,3782,GAZETTED LOCALITY
VIC571,250184613,27/4/12,,CLIFTON CREEK,3875,GAZETTED LOCALITY
VIC572,250184614,27/4/12,,CLIFTON HILL,3068,GAZETTED LOCALITY
VIC573,250184615,10/8/15,,CLIFTON SPRINGS,3222,GAZETTED LOCALITY
VIC574,250184616,2/5/17,,CLONBINANE,3658,GAZETTED LOCALITY
VIC575,250184617,12/5/18,,CLOVER FLAT,3315,GAZETTED LOCALITY
VIC576,250177473,27/4/12,,CLOVERLEA,3822,GAZETTED LOCALITY
VIC577,250184618,27/4/12,,CLUB TERRACE,3889,GAZETTED LOCALITY
VIC578,250184619,27/4/12,,CLUNES,3370,GAZETTED LOCALITY
VIC579,250184620,29/10/12,,CLYDE,3978,GAZETTED LOCALITY
VIC580,250184621,2/5/17,,CLYDE NORTH,3978,GAZETTED LOCALITY
VIC581,250177478,27/4/12,,CLYDEBANK,3851,GAZETTED LOCALITY
VIC582,250184622,27/4/12,,CLYDESDALE,3461,GAZETTED LOCALITY
VIC583,250177480,27/4/12,,COALVILLE,3825,GAZETTED LOCALITY
VIC584,250177481,9/11/15,,COBAINS,3851,GAZETTED LOCALITY
VIC585,250184623,27/4/12,,COBAW,3442,GAZETTED LOCALITY
VIC586,250184624,8/11/16,,COBBANNAH,3862,GAZETTED LOCALITY
VIC587,250191020,27/4/12,,COBBERAS,3900,GAZETTED LOCALITY
VIC3012,500223545,9/8/17,,COBBLEBANK,3338,GAZETTED LOCALITY
VIC588,250184625,27/4/12,,COBDEN,3266,GAZETTED LOCALITY
VIC589,250184626,29/10/12,,COBRAM,3644,GAZETTED LOCALITY
VIC590,250177486,29/10/12,,COBRAM EAST,3644,GAZETTED LOCALITY
VIC591,250184627,27/4/12,,COBRICO,3266,GAZETTED LOCALITY
VIC592,250177488,27/4/12,,COBUNGRA,3898,GAZETTED LOCALITY
VIC593,250184628,3/2/18,,COBURG,3058,GAZETTED LOCALITY
VIC594,250184629,5/8/13,,COBURG NORTH,3058,GAZETTED LOCALITY
VIC595,250184630,27/4/12,,COCAMBA,3546,GAZETTED LOCALITY
VIC596,250184631,27/4/12,,COCHRANES CREEK,3475,GAZETTED LOCALITY
VIC597,250184632,6/2/15,,COCKATOO,3781,GAZETTED LOCALITY
VIC598,250184633,3/8/18,,COCOROC,3030,GAZETTED LOCALITY
VIC599,250184634,27/4/12,,CODRINGTON,3285,GAZETTED LOCALITY
VIC600,250177495,27/4/12,,COGHILLS CREEK,3364,GAZETTED LOCALITY
VIC601,250184635,29/10/12,,COHUNA,3568,GAZETTED LOCALITY
VIC602,250184636,3/2/18,,COIMADAI,3340,GAZETTED LOCALITY
VIC603,250177498,3/8/18,,COKUM,3542,GAZETTED LOCALITY
VIC604,250184637,9/8/17,,COLAC,3250,GAZETTED LOCALITY
VIC605,250177500,27/4/12,,COLAC COLAC,3707,GAZETTED LOCALITY
VIC606,250184638,2/2/17,,COLAC EAST,3250,GAZETTED LOCALITY
VIC607,250184639,2/5/17,,COLAC WEST,3250,GAZETTED LOCALITY
VIC608,250184640,23/1/13,,COLBINABBIN,3559,GAZETTED LOCALITY
VIC609,250184641,27/4/12,,COLBROOK,3342,GAZETTED LOCALITY
VIC610,250184642,27/4/12,,COLDSTREAM,3770,GAZETTED LOCALITY
VIC611,250184643,27/4/12,,COLERAINE,3315,GAZETTED LOCALITY
VIC612,250177507,12/5/18,,COLIGNAN,3494,GAZETTED LOCALITY
VIC613,250184644,27/4/12,,COLLINGWOOD,3066,GAZETTED LOCALITY
VIC614,250177509,27/4/12,,COMBIENBAR,3889,GAZETTED LOCALITY
VIC615,250184645,27/4/12,,CONCONGELLA,3384,GAZETTED LOCALITY
VIC616,250177511,27/4/12,,CONDAH,3303,GAZETTED LOCALITY
VIC617,250184646,27/4/12,,CONDAH SWAMP,3286,GAZETTED LOCALITY
VIC618,250184647,27/4/12,,CONGUPNA,3633,GAZETTED LOCALITY
VIC619,250184648,9/11/15,,CONNEWARRE,3227,GAZETTED LOCALITY
VIC620,250184649,2/5/17,,CONNEWIRRICOO,3318,GAZETTED LOCALITY
VIC621,250184650,27/4/12,,COOJAR,3315,GAZETTED LOCALITY
VIC622,250184651,27/4/12,,COOLAROO,3048,GAZETTED LOCALITY
VIC623,250184652,27/4/12,,COOMA,3616,GAZETTED LOCALITY
VIC624,250184653,27/4/12,,COOMBOONA,3629,GAZETTED LOCALITY
VIC625,250184654,8/8/16,,COOMOORA,3461,GAZETTED LOCALITY
VIC626,250184655,25/1/16,,COONGULLA,3860,GAZETTED LOCALITY
VIC627,250177522,27/4/12,,COONOOER BRIDGE,3477,GAZETTED LOCALITY
VIC628,250177523,27/4/12,,COONOOER WEST,3477,GAZETTED LOCALITY
VIC629,250177524,12/5/18,,COOPERS CREEK,3825,GAZETTED LOCALITY
VIC630,250184656,27/4/12,,COORIEMUNGLE,3268,GAZETTED LOCALITY
VIC631,250177526,27/4/12,,COPE COPE,3480,GAZETTED LOCALITY
VIC632,250184657,9/11/15,,CORA LYNN,3814,GAZETTED LOCALITY
VIC633,250177528,27/4/12,,CORACK,3480,GAZETTED LOCALITY
VIC634,250177529,27/4/12,,CORACK EAST,3480,GAZETTED LOCALITY
VIC635,250177530,2/2/17,,CORAGULAC,3249,GAZETTED LOCALITY
VIC636,250177531,27/4/12,,CORAL BANK,3691,GAZETTED LOCALITY
VIC637,250184658,27/4/12,,CORINDHAP,3352,GAZETTED LOCALITY
VIC638,250184659,27/4/12,,CORINELLA,3984,GAZETTED LOCALITY
VIC639,250184660,2/2/17,,CORIO,3214,GAZETTED LOCALITY
VIC640,250177535,27/4/12,,CORNDALE,3311,GAZETTED LOCALITY
VIC641,250184661,26/7/12,,CORNELLA,3551,GAZETTED LOCALITY
VIC642,250184662,27/4/12,,CORNISHTOWN,3683,GAZETTED LOCALITY
VIC643,250184663,27/4/12,,CORONET BAY,3984,GAZETTED LOCALITY
VIC644,250184664,23/1/13,,COROP,3559,GAZETTED LOCALITY
VIC645,250184665,2/2/17,,COROROOKE,3254,GAZETTED LOCALITY
VIC646,250177541,27/4/12,,CORRINGLE,3888,GAZETTED LOCALITY
VIC647,250184666,27/4/12,,CORRYONG,3707,GAZETTED LOCALITY
VIC648,250184667,2/2/17,,CORUNNUN,3249,GAZETTED LOCALITY
VIC649,250184668,27/4/12,,COSGROVE,3631,GAZETTED LOCALITY
VIC650,250184669,27/4/12,,COSGROVE SOUTH,3631,GAZETTED LOCALITY
VIC651,250184670,27/4/12,,COSTERFIELD,3523,GAZETTED LOCALITY
VIC652,250184671,27/4/12,,COTSWOLD,3465,GAZETTED LOCALITY
VIC653,250184672,8/8/16,,COTTLES BRIDGE,3099,GAZETTED LOCALITY
VIC654,250191011,2/2/17,,COWA,3862,GAZETTED LOCALITY
VIC655,250177549,27/4/12,,COWANGIE,3506,GAZETTED LOCALITY
VIC656,250184673,27/4/12,,COWES,3922,GAZETTED LOCALITY
VIC657,250184674,27/4/12,,COWLEYS CREEK,3268,GAZETTED LOCALITY
VIC658,250184675,27/4/12,,COWWARR,3857,GAZETTED LOCALITY
VIC659,250184676,27/4/12,,CRAIGIE,3465,GAZETTED LOCALITY
VIC660,250184677,2/2/17,,CRAIGIEBURN,3064,GAZETTED LOCALITY
VIC661,250184678,27/4/12,,CRANBOURNE,3977,GAZETTED LOCALITY
VIC662,250184679,2/5/17,,CRANBOURNE EAST,3977,GAZETTED LOCALITY
VIC663,250184680,1/11/17,,CRANBOURNE NORTH,3977,GAZETTED LOCALITY
VIC664,250184681,27/4/12,,CRANBOURNE SOUTH,3977,GAZETTED LOCALITY
VIC665,250184682,27/4/12,,CRANBOURNE WEST,3977,GAZETTED LOCALITY
VIC666,250177560,27/4/12,,CREEK JUNCTION,3669,GAZETTED LOCALITY
VIC3006,250191452,9/11/15,,CREEK VIEW,3551,GAZETTED LOCALITY
VIC667,250177562,5/5/16,,CREIGHTONS CREEK,3666,GAZETTED LOCALITY
VIC668,250184684,2/5/17,,CREMORNE,3121,GAZETTED LOCALITY
VIC669,250184685,27/4/12,,CRESSY,3322,GAZETTED LOCALITY
VIC670,250184686,27/4/12,,CRESWICK,3363,GAZETTED LOCALITY
VIC671,250184687,27/4/12,,CRESWICK NORTH,3363,GAZETTED LOCALITY
VIC672,250184688,27/4/12,,CRIB POINT,3919,GAZETTED LOCALITY
VIC673,,3/8/18,,CROOKAYAN,,GAZETTED LOCALITY
